fold#	line	filename	origline	indx	err_indx	error	correction	types
fold8	2051	ID2953.txt	50	21	21	zurück zu kommen	zurückzukommen	['orth: 06 sep instead of tog: compounds']
fold8	2051	ID2953.txt	50	100	102	tolles	Tolles	['orth: 02 lcp instead of cap: other cases']
fold8	2053	ID2953.txt	52	32	32	schönste	Schönste	['orth: 02 lcp instead of cap: other cases']
fold8	2055	ID2953.txt	54	0	0	Ausserdem	Außerdem	['orth: 24 transpositions: of (ss) and (ß)']
fold8	2062	ID2953.txt	61	53	53	Dorf eigenen	dorfeigenen	['orth: 06 sep instead of tog: compounds']
fold8	2065	ID2953.txt	64	0	0	Ausserdem	Außerdem	['orth: 24 transpositions: of (ss) and (ß)']
fold8	2075	ID2953.txt	74	13	13	elegantes	Elegantes	['orth: 02 lcp instead of cap: other cases']
fold8	2075	ID2953.txt	74	41	41	gemütliches	Gemütliches	['orth: 02 lcp instead of cap: other cases']
fold8	2084	ID2953.txt	83	56	56	ganze	Ganze	['orth: 02 lcp instead of cap: other cases']
fold8	2086	ID2953.txt	85	6	6	soetwas	so etwas	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2087	ID2953.txt	86	15	15	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold8	2089	ID2953.txt	88	98	98	wichtigste	Wichtigste	['orth: 02 lcp instead of cap: other cases']
fold8	2104	ID2953.txt	103	99	99	glücklich sein	Glücklichsein	['orth: 06 sep instead of tog: compounds']
fold8	2109	ID1576.txt	1	34	34	Zeitschrieft	Zeitschrift	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold8	2109	ID1576.txt	1	64	65	Schrifsteller	Schriftsteller	['orth: 14 omissions: of one grapheme']
fold8	2109	ID1576.txt	1	104	104	Enszenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2111	ID1576.txt	3	32	32	sie	Sie	['orth: 01 lcp instead of cap: polite form']
fold8	2114	ID1576.txt	6	93	93	mache	machen	['orth: 14 omissions: of one grapheme']
fold8	2114	ID1576.txt	6	261	260	beweißen	beweisen	['orth: 23 transpositions: of consonants: other cases']
fold8	2115	ID1576.txt	7	39	39	Einkauf zentrum	Einkaufszentrum	['orth: 14 omissions: of one grapheme', 'orth: 06 sep instead of tog: compounds']
fold8	2115	ID1576.txt	7	138	138	eigendlich	eigentlich	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold8	2115	ID1576.txt	7	210	210	Ausenseiter	Außenseiter	['orth: 23 transpositions: of consonants: other cases']
fold8	2115	ID1576.txt	7	257	257	gemühtlich	gemütlich	['orth: 17 insertions: other cases']
fold8	2116	ID1576.txt	8	57	57	gehöhrt	gehört	['orth: 17 insertions: other cases']
fold8	2117	ID1576.txt	9	39	39	wahres	Wahres	['orth: 02 lcp instead of cap: other cases']
fold8	2117	ID1576.txt	9	138	138	umbekümmert	unbekümmert	['orth: 23 transpositions: of consonants: other cases']
fold8	2118	ID1576.txt	10	9	9	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold8	2124	ID2308.txt	6	23	23	den	denn	['orth: 11 omissions: of double consonants']
fold8	2132	ID2308.txt	14	15	15	nächstes	Nächstes	['orth: 02 lcp instead of cap: other cases']
fold8	2134	ID2308.txt	16	42	42	den	denn	['orth: 11 omissions: of double consonants']
fold8	2136	ID2308.txt	18	12	12	den	denn	['orth: 11 omissions: of double consonants']
fold8	2137	ID2308.txt	19	15	15	dan	dann	['orth: 11 omissions: of double consonants']
fold8	2140	ID2308.txt	22	62	62	zurück zu Blicken	zurückzublicken	['orth: 06 sep instead of tog: compounds']
fold8	2142	ID2308.txt	24	163	163	Krabelstube	Krabbelstube	['orth: 11 omissions: of double consonants']
fold8	2145	ID2308.txt	27	62	62	Zukunftsfrohe	zukunftsfrohe	['orth: 03 cap instead of lcp']
fold8	2145	ID2308.txt	27	77	77	jugendliche	Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2148	ID2308.txt	30	9	9	nehmlich	nämlich	['orth: 17 insertions: other cases', 'orth: 19 transpositions: of (e/ä) / (ä/e)']
fold8	2148	ID2308.txt	30	32	33	jugendliche	Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2152	ID2308.txt	34	0	0	Den	Denn	['orth: 11 omissions: of double consonants']
fold8	2154	ID2308.txt	36	26	26	Lebenswerte	lebenswerte	['orth: 03 cap instead of lcp']
fold8	2154	ID2308.txt	36	70	70	einzelnen	Einzelnen	['orth: 02 lcp instead of cap: other cases']
fold8	2167	ID1746.txt	13	2	2	f	f.	['orth: 27 abbreviations']
fold8	2176	ID1746.txt	22	5	5	f	f.	['orth: 27 abbreviations']
fold8	2176	ID1746.txt	22	34	33	fünf mal	fünfmal	['orth: 07 sep instead of tog: other cases']
fold8	2178	ID1746.txt	24	67	67	dass	das	['orth: 15 insertions: of double consonants']
fold8	2195	ID1746.txt	41	48	48	Kleiden	kleiden	['orth: 03 cap instead of lcp']
fold8	2212	ID1746.txt	58	50	50	formulierung	Formulierung	['orth: 02 lcp instead of cap: other cases']
fold8	2213	ID1746.txt	59	2	2	f	f.	['orth: 27 abbreviations']
fold8	2215	ID1635.txt	1	23	23	heut zu Tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold8	2218	ID1635.txt	4	18	18	Klischées	Klischees	['orth: Unknown']
fold8	2219	ID1635.txt	5	71	71	keines Falls	keinesfalls	['orth: 07 sep instead of tog: other cases']
fold8	2225	ID1635.txt	11	0	0	Ach	Auch	['orth: 14 omissions: of one grapheme']
fold8	2231	ID1635.txt	17	46	46	überlaufen	Überlaufen	['orth: 02 lcp instead of cap: other cases']
fold8	2240	ID1635.txt	26	0	0	Alkoholekzesse	Alkoholexzesse	['orth: 23 transpositions: of consonants: other cases']
fold8	2243	ID1635.txt	29	16	16	bereit	bereits	['orth: 14 omissions: of one grapheme']
fold8	2244	ID1635.txt	30	0	0	Schaflosigkeit	Schlaflosigkeit	['orth: 14 omissions: of one grapheme']
fold8	2245	ID2370.txt	1	137	137	vorallem	vor allem	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2246	ID2370.txt	2	154	154	das	dass	['orth: 11 omissions: of double consonants']
fold8	2249	ID2370.txt	5	203	203	kund tat	kundtat	['orth: 06 sep instead of tog: compounds']
fold8	2253	ID2370.txt	9	39	39	das	dass	['orth: 11 omissions: of double consonants']
fold8	2264	ID2370.txt	20	124	124	das	dass	['orth: 11 omissions: of double consonants']
fold8	2266	ID2370.txt	22	24	24	das	dass	['orth: 11 omissions: of double consonants']
fold8	2272	ID2370.txt	28	145	145	soweit	so weit	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2274	ID2701.txt	1	163	163	es	sie	['corr: gender']
fold8	2279	ID2701.txt	6	138	138	voll sprühen	vollsprühen	['orth: 06 sep instead of tog: compounds']
fold8	2283	ID2701.txt	10	99	99	zuweit	zu weit	['orth: 09 tog instead of sep: other cases']
fold8	2290	ID2701.txt	17	70	70	heraus kommen	herauskommen	['orth: 06 sep instead of tog: compounds']
fold8	2291	ID2701.txt	18	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold8	2291	ID2701.txt	18	177	176	zu jedem Leben eines Jugendlichen	zum leben eines jeden jugendlichen	['woor: deviating']
fold8	2295	ID2701.txt	22	5	5	das	dass	['orth: 11 omissions: of double consonants']
fold8	2295	ID2701.txt	22	73	72	seinem	ihrem	['corr: gender']
fold8	2295	ID2701.txt	22	117	117	weil viele Eltern haben nicht das Geld dafür, oder sehen nicht ein	weil viele eltern nicht das geld dafür haben oder nicht einsehen	['woor: v2_instead_of_vl']
fold8	2296	ID2701.txt	23	126	126	dazu zu gehören	dazuzugehören	['orth: 06 sep instead of tog: compounds']
fold8	2299	ID2701.txt	26	55	55	heraus kommen	herauskommt	['corr: number']
fold8	2309	ID1895.txt	2	38	38	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold8	2313	ID1895.txt	6	4	4		Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2313	ID1895.txt	6	74	63	herum laufen	herumlaufen	['orth: 06 sep instead of tog: compounds']
fold8	2318	ID1895.txt	11	10	10	die selben	dieselben	['orth: 07 sep instead of tog: other cases']
fold8	2320	ID1895.txt	13	0	0	Desweiteren	Des Weiteren	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2320	ID1895.txt	13	71	70	jugendliche	Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2323	ID1895.txt	16	15	15	mehr eingeschränkt	engeschränkt	['infl: comparision']
fold8	2326	ID1895.txt	19	7	7	jetztigen	jetzigen	['orth: 17 insertions: other cases']
fold8	2330	ID1895.txt	23	5	5	jugendliche	Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2331	ID1895.txt	24	49	49	jugendliche	Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2334	ID1895.txt	27	27	27		Jugendliche	['orth: 02 lcp instead of cap: other cases']
fold8	2334	ID1895.txt	27	72	61	Kleiden	kleiden	['orth: 03 cap instead of lcp']
fold8	2335	ID1895.txt	28	60	60	umfallen	Umfallen	['orth: 02 lcp instead of cap: other cases']
fold8	2336	ID1895.txt	29	23	23	lernen	lernt	['corr: number']
fold8	2336	ID1895.txt	29	45	46	schlimmeren	schlimmere	['corr: case']
fold8	2336	ID1895.txt	29	56	58	Umständen	umstände	['corr: case']
fold8	2338	ID1895.txt	31	50	50	auser	außer	['orth: 23 transpositions: of consonants: other cases']
fold8	2338	ID1895.txt	31	57	57	acht	Acht	['orth: 02 lcp instead of cap: other cases']
fold8	2341	ID1895.txt	34	30	30	ein	einen	['corr: case']
fold8	2342	ID1895.txt	35	39	39	einen	einem	['corr: case']
fold8	2342	ID1895.txt	35	103	103	wiederrum	wiederum	['orth: 17 insertions: other cases']
fold8	2342	ID1895.txt	35	129	130	gehen	geht	['corr: number']
fold8	2354	ID1088.txt	12	3	3	Folgenden	folgenden	['orth: 03 cap instead of lcp']
fold8	2354	ID1088.txt	12	89	89	auseinander setzen	auseinandersetzen	['orth: 06 sep instead of tog: compounds']
fold8	2355	ID1088.txt	13	132	132	dem	den	['corr: case']
fold8	2358	ID1088.txt	16	61	61	25-jähriger	25-Jähriger	['orth: 02 lcp instead of cap: other cases']
fold8	2390	ID1088.txt	48	13	13	jugendlichen	Jugendlichen	['orth: 02 lcp instead of cap: other cases']
fold8	2395	ID1184.txt	1	56	56	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2402	ID1184.txt	8	0	0	Jugendlich	jugendliche	['infl: others']
fold8	2409	ID1184.txt	15	10	10	verunsicht	verunsichert	['infl: others']
fold8	2411	ID1184.txt	17	7	7	Jugend Phase	Jugendphase	['orth: 06 sep instead of tog: compounds']
fold8	2412	ID1184.txt	18	10	10	andere	anderen	['corr: case']
fold8	2414	ID1184.txt	20	25	25	dazu lernen	dazulernen	['orth: 06 sep instead of tog: compounds']
fold8	2417	ID1184.txt	23	34	34	Firmer	Firma	['orth: Unknown']
fold8	2419	ID1184.txt	25	61	61	Nicht	nicht	['orth: 03 cap instead of lcp']
fold8	2419	ID1184.txt	25	120	120	ungewöhnliches	Ungewöhnliches	['orth: 02 lcp instead of cap: other cases']
fold8	2420	ID1184.txt	26	26	26	soetwas	so etwas	['orth: 09 tog instead of sep: other cases']
fold8	2423	ID1184.txt	29	0	0	Natürlich ist nicht endgültig	natürlich ist sie nicht endgültig	['ommi: incomplete_clause']
fold8	2426	ID1184.txt	32	137	137	los kommt	loskommt	['orth: 06 sep instead of tog: compounds']
fold8	2427	ID1184.txt	33	74	74	entscheident	entscheidend	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold8	2428	ID1184.txt	34	7	7	ganze	Ganze	['orth: 02 lcp instead of cap: other cases']
fold8	2428	ID1184.txt	34	14	14	zusammen zufassen	zusammenzufassen	['orth: 06 sep instead of tog: compounds']
fold8	2428	ID1184.txt	34	179	180	Dumheit	Dummheit	['orth: 11 omissions: of double consonants']
fold8	2431	ID1184.txt	37	92	92	Aufregende	aufregende	['orth: 03 cap instead of lcp']
fold8	2432	ID1184.txt	38	81	81	schulden	Schulden	['orth: 02 lcp instead of cap: other cases']
fold8	2436	ID1611.txt	4	48	48	Einige	einige	['orth: 03 cap instead of lcp']
fold8	2453	ID1154.txt	1	35	35	besonderes	Besonderes	['orth: 02 lcp instead of cap: other cases']
fold8	2463	ID1154.txt	11	77	77	zusammen gehalten	zusammengehalten	['orth: 06 sep instead of tog: compounds']
fold8	2464	ID1154.txt	12	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold8	2465	ID1154.txt	13	17	17	oft mals	oftmals	['orth: 07 sep instead of tog: other cases']
fold8	2475	ID1154.txt	23	28	28	schwenzen	schwänzen	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold8	2476	ID1154.txt	24	18	18	solen	sollen	['orth: 11 omissions: of double consonants']
fold8	2483	ID1154.txt	31	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold8	2484	ID1154.txt	32	92	92	dass	das	['orth: 15 insertions: of double consonants']
fold8	2486	ID1154.txt	34	12	12	beeinflussten	Beeinflussten	['orth: 02 lcp instead of cap: other cases']
fold8	2486	ID1154.txt	34	105	105	mitten drin	mittendrin	['orth: 07 sep instead of tog: other cases']
fold8	2496	ID1195.txt	1	11	11	erstmal	erst mal	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2496	ID1195.txt	1	25	24	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold8	2497	ID1195.txt	2	30	30	Komischen	komischen	['orth: 03 cap instead of lcp']
fold8	2498	ID1195.txt	3	106	106	hammer Zeit	Hammerzeit	['orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep', 'orth: 06 sep instead of tog: compounds']
fold8	2499	ID1195.txt	4	0	0	Neben bei	Nebenbei	['orth: 07 sep instead of tog: other cases']
fold8	2499	ID1195.txt	4	27	28	Behinderten	behinderten	['orth: 03 cap instead of lcp']
fold8	2500	ID1195.txt	5	245	245	geheimnis	Geheimnis	['orth: 02 lcp instead of cap: other cases']
fold8	2501	ID1195.txt	6	110	110	braune	Braune	['orth: 02 lcp instead of cap: other cases']
fold8	2503	ID1195.txt	8	17	17	Stolz	stolz	['orth: 03 cap instead of lcp']
fold8	2518	ID1019.txt	13	31	31	eigenes	Eigenes	['orth: 02 lcp instead of cap: other cases']
fold8	2518	ID1019.txt	13	44	44	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold8	2518	ID1019.txt	13	50	50	Tun	tun	['orth: 03 cap instead of lcp']
fold8	2523	ID1019.txt	18	56	56	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold8	2523	ID1019.txt	18	68	68	besseres	Besseres	['orth: 02 lcp instead of cap: other cases']
fold8	2525	ID1019.txt	20	21	21	Rauchen	rauchen	['orth: 03 cap instead of lcp']
fold8	2542	ID1019.txt	37	44	44	das	dass	['orth: 11 omissions: of double consonants']
fold8	2553	ID2959.txt	9	126	126	zweiten	Zweiten	['orth: 02 lcp instead of cap: other cases']
fold8	2554	ID2959.txt	10	18	18	Jungen	jungen	['orth: 03 cap instead of lcp']
fold8	2554	ID2959.txt	10	95	95	mit machen	mitmachen	['orth: 06 sep instead of tog: compounds']
fold8	2555	ID2959.txt	11	72	72	Junger	junger	['orth: 03 cap instead of lcp']
fold8	2556	ID2959.txt	12	115	115	bzw	bzw.	['orth: 27 abbreviations']
fold8	2564	ID2959.txt	20	144	144	mit gemacht	mitgemacht	['orth: 06 sep instead of tog: compounds']
fold8	2567	ID2959.txt	23	39	39	zu kommen	zukommen	['orth: 06 sep instead of tog: compounds']
fold8	2569	ID2959.txt	25	45	45	bzw	bzw.	['orth: 27 abbreviations']
fold8	2577	ID2959.txt	33	47	47	bzw	bzw.	['orth: 27 abbreviations']
fold8	2577	ID2959.txt	33	71	70	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold8	2592	ID2606.txt	11	12	12	i-Pod	i-Pod-	['orth: 10 missing or unnecessary hyphen']
fold8	2597	ID2606.txt	16	82	82	Nachts	nachts	['orth: 03 cap instead of lcp']
fold8	2611	ID1614.txt	2	0	0	so	So	['orth: 04 lcp/cap behind punctuation marks']
fold8	2616	ID1614.txt	7	22	22	individualität	Individualität	['orth: 02 lcp instead of cap: other cases']
fold8	2617	ID1614.txt	8	88	88	Großelterlichen	großelterlichen	['orth: 03 cap instead of lcp']
fold8	2617	ID1614.txt	8	148	148	abartiges	Abartiges	['orth: 02 lcp instead of cap: other cases']
fold8	2617	ID1614.txt	8	162	162	schlechtes	Schlechtes	['orth: 02 lcp instead of cap: other cases']
fold8	2618	ID1614.txt	9	36	36	Schlimmer	schlimmer	['orth: 03 cap instead of lcp']
fold8	2621	ID1614.txt	12	71	71	Heute	heute	['orth: 03 cap instead of lcp']
fold8	2621	ID1614.txt	12	82	82	Schlimmste	schlimmste	['orth: 03 cap instead of lcp']
fold8	2622	ID1614.txt	13	10	10	sie	sie	['corr: number']
fold8	2623	ID1614.txt	14	100	100	der	die	['corr: case']
fold8	2627	ID1614.txt	18	97	97	di	die	['orth: 12 omissions: of a vowel: (i) instead of (ie)']
fold8	2627	ID1614.txt	18	130	129	Still	Stil	['orth: 15 insertions: of double consonants']
fold8	2629	ID1614.txt	20	12	12	Wachsen	wachsen	['orth: 03 cap instead of lcp']
fold8	2629	ID1614.txt	20	35	35	deshab	deshalb	['orth: 14 omissions: of one grapheme']
fold8	2630	ID1614.txt	21	4	4	weiteren	Weiteren	['orth: 02 lcp instead of cap: other cases']
fold8	2630	ID1614.txt	21	99	99		ihre	['corr: gender']
fold8	2631	ID1614.txt	22	36	36	bedeutung	Bedeutung	['orth: 02 lcp instead of cap: other cases']
fold8	2632	ID1614.txt	23	94	94	Elterlichen	elterlichen	['orth: 03 cap instead of lcp']
fold8	2633	ID1614.txt	24	4	4	Discothek	Diskothek	['orth: 23 transpositions: of consonants: other cases']
fold8	2633	ID1614.txt	24	27	27	zusammenleben	Zusammenleben	['orth: 02 lcp instead of cap: other cases']
fold8	2635	ID1614.txt	26	5	5	Enzensberger's	Enzensbergers	['orth: 26 missing or incorrect use of apostrophes']
fold8	2635	ID1614.txt	26	20	21	behauptungen	Behauptungen	['orth: 02 lcp instead of cap: other cases']
fold8	2635	ID1614.txt	26	38	39	labilität	Labilität	['orth: 02 lcp instead of cap: other cases']
fold8	2635	ID1614.txt	26	52	53	unsicherheit	Unsicherheit	['orth: 02 lcp instead of cap: other cases']
fold8	2637	ID1614.txt	28	24	24	Scheitert	scheitert	['orth: 14 omissions: of one grapheme', 'orth: 03 cap instead of lcp']
fold8	2638	ID1614.txt	29	55	55	ich	Ich	['orth: 02 lcp instead of cap: other cases']
fold8	2639	ID1614.txt	30	35	35	Versucht	versucht	['orth: 03 cap instead of lcp']
fold8	2642	ID1614.txt	33	26	26	Verlorene	verlorene	['orth: 03 cap instead of lcp']
fold8	2643	ID1614.txt	34	148	148	das selbe	dasselbe	['orth: 07 sep instead of tog: other cases']
fold8	2643	ID1614.txt	34	193	194	Denken	denken	['orth: 03 cap instead of lcp']
fold8	2645	ID2511.txt	2	34	34	des	über/von	['corr: unknown']
fold8	2648	ID2511.txt	5	69	69	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold8	2649	ID2511.txt	6	95	95	Weidefieh	Weidevieh	['orth: 23 transpositions: of consonants: other cases']
fold8	2651	ID2511.txt	8	76	76	soviele	so viele	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2654	ID2511.txt	11	36	36	sicherheit	Sicherheit	['orth: 02 lcp instead of cap: other cases']
fold8	2655	ID2511.txt	12	31	31	wieviel	wie viel	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2659	ID2511.txt	16	21	21	einwenig	ein wenig	['orth: 09 tog instead of sep: other cases']
fold8	2660	ID2511.txt	17	30	30	Erwachsen werden	Erwachsenwerden	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold8	2662	ID2511.txt	19	38	38	einzelne	einzelnen	['corr: case']
fold8	2662	ID2511.txt	19	49	48	Schritte	schritten	['corr: case']
fold8	2666	ID2605.txt	1	12	12	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2669	ID2605.txt	4	100	100	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2677	ID2605.txt	12	18	18	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold8	2690	ID2605.txt	25	20	20	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold8	2692	ID2605.txt	27	20	20	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2713	ID1059.txt	19	0	0	Man	man	['orth: 03 cap instead of lcp']
fold8	2717	ID1059.txt	23	74	74	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold8	2722	ID1059.txt	28	5	5	Gedult	Geduld	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold8	2722	ID1059.txt	28	33	33	äußerste	Äußerste	['orth: 02 lcp instead of cap: other cases']
fold8	2724	ID1059.txt	30	60	60	umfallen	Umfallen	['orth: 02 lcp instead of cap: other cases']
fold8	2725	ID1059.txt	31	92	92	bekannter weiße	bekannterweise	['orth: 07 sep instead of tog: other cases', 'orth: 23 transpositions: of consonants: other cases']
fold8	2726	ID1059.txt	32	49	49	nichtsnutze	Nichtsnutze	['orth: 02 lcp instead of cap: other cases']
fold8	2732	ID1916.txt	4	165	165	bekannten	Bekannten	['orth: 02 lcp instead of cap: other cases']
fold8	2733	ID1916.txt	5	42	42	Neidisch	neidisch	['orth: 03 cap instead of lcp']
fold8	2736	ID1916.txt	8	64	64	das selbe	dasselbe	['orth: 07 sep instead of tog: other cases']
fold8	2736	ID1916.txt	8	118	119	vortsetzen	fortsetzen	['orth: 23 transpositions: of consonants: other cases']
fold8	2737	ID1916.txt	9	22	22	vieleicht	vielleicht	['orth: 11 omissions: of double consonants']
fold8	2737	ID1916.txt	9	90	89	der selbe	derselbe	['orth: 07 sep instead of tog: other cases']
fold8	2743	ID1916.txt	15	22	22	das	dass	['orth: 11 omissions: of double consonants']
fold8	2743	ID1916.txt	15	102	101	Kleidungsstiel	Kleidungsstil	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold8	2744	ID1916.txt	16	113	113	wiedersprechen	widersprechen	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold8	2747	ID1916.txt	19	15	15	for	vor	['orth: 23 transpositions: of consonants: other cases']
fold8	2748	ID1916.txt	20	68	68	Souverän	souverän	['orth: 03 cap instead of lcp']
fold8	2749	ID1916.txt	21	34	34	Eigenständig	eigenständig	['orth: 03 cap instead of lcp']
fold8	2749	ID1916.txt	21	65	65	Möglich	möglich	['orth: 03 cap instead of lcp']
fold8	2755	ID1916.txt	27	29	29	das	dass	['orth: 11 omissions: of double consonants']
fold8	2757	ID1916.txt	29	17	17	Jugen	Jugend	['orth: 14 omissions: of one grapheme']
fold8	2759	ID1916.txt	31	44	44	Propleme	Probleme	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold8	2765	ID1174.txt	4	102	102	das	dass	['orth: 11 omissions: of double consonants']
fold8	2767	ID1174.txt	6	86	86	positives	Positives	['orth: 02 lcp instead of cap: other cases']
fold8	2771	ID1174.txt	10	63	63	die	Die	['orth: 04 lcp/cap behind punctuation marks']
fold8	2772	ID1174.txt	11	6	6	dass	das	['orth: 15 insertions: of double consonants']
fold8	2787	ID1174.txt	26	58	58	statt findet	stattfindet	['orth: 06 sep instead of tog: compounds']
fold8	2789	ID1174.txt	28	37	37	über ein	überein	['orth: 06 sep instead of tog: compounds']
fold8	2794	ID1174.txt	33	78	78	Klamottensüchtig	klamottensüchtig	['orth: 03 cap instead of lcp']
fold8	2800	ID1174.txt	39	104	104	zurück denkt	zurückdenkt	['orth: 06 sep instead of tog: compounds']
fold8	2800	ID1174.txt	39	149	150	spateres	späteres	['orth: 21 transpositions: of vowel and umlaut']
fold8	2802	ID1603.txt	2	12	12	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2806	ID1603.txt	6	33	33	Punken	Punkten	['orth: 14 omissions: of one grapheme']
fold8	2806	ID1603.txt	6	42	41	wiedersprechen	widersprechen	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold8	2808	ID1603.txt	8	41	41	Diskotek	Diskothek	['orth: 14 omissions: of one grapheme']
fold8	2810	ID1603.txt	10	26	26	vorallem	vor allem	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2814	ID1603.txt	14	0	0	Weiteres	Weiters	['orth: 17 insertions: other cases']
fold8	2814	ID1603.txt	14	77	78	mit macht	mitmacht	['orth: 06 sep instead of tog: compounds']
fold8	2816	ID1603.txt	16	33	33	Fahigkeiten	Fähigkeiten	['orth: 21 transpositions: of vowel and umlaut']
fold8	2822	ID1603.txt	22	47	47	Verhalten	verhalten	['orth: 03 cap instead of lcp']
fold8	2827	ID1603.txt	27	42	42	gorreiche	glorreiche	['orth: 14 omissions: of one grapheme']
fold8	2835	ID1663.txt	8	0	0	und	Und	['orth: 04 lcp/cap behind punctuation marks']
fold8	2847	ID1663.txt	20	37	37	kan	kann	['orth: 11 omissions: of double consonants']
fold8	2856	ID1663.txt	29	63	63	Richtigen	richtigen	['orth: 03 cap instead of lcp']
fold8	2864	ID1317.txt	6	81	81	Shema	Schema	['orth: 14 omissions: of one grapheme']
fold8	2869	ID1317.txt	11	14	14	Enzberger	Enzensberger	['orth: 28 Eigennamen']
fold8	2879	ID1317.txt	21	124	124	enormen	enormem	['corr: case']
fold8	2880	ID1317.txt	22	15	15	zusammenfassen	zusammenfassend	['orth: 14 omissions: of one grapheme']
fold8	2881	ID1317.txt	23	88	88	anderem	anderen	['corr: inflection_paradigm']
fold8	2895	ID2222.txt	13	80	80	Ethische	ethische	['orth: 03 cap instead of lcp']
fold8	2920	ID2387.txt	14	0	0	Vorallem	Vor allem	['orth: 08 tog instead of sep: minimal phraseologism']
fold8	2924	ID2387.txt	18	19	19	Empfehlen	empfehlen	['orth: 03 cap instead of lcp']
fold8	2929	ID2193.txt	5	66	66	Essen	essen	['orth: 03 cap instead of lcp']
fold8	2929	ID2193.txt	5	78	78	Trinken	trinken	['orth: 03 cap instead of lcp']
fold8	2939	ID2193.txt	15	33	33	Hobbies	Hobbys	['orth: 18 transpositions: of vowels']
fold8	2943	ID2193.txt	19	103	103	wier	wie	['orth: 17 insertions: other cases']
fold8	2945	ID2193.txt	21	4	4	brauch	braucht	['infl: others']
fold8	2945	ID2193.txt	21	36	35	einem	ein	['corr: case']
fold8	2946	ID2193.txt	22	84	84	Hobbies	Hobbys	['orth: 18 transpositions: of vowels']
fold8	2957	ID2011.txt	7	44	44	auf	zu	['corr: incorrect_preposition_(po)']
fold8	2957	ID2011.txt	7	65	66	stellung	Stellung	['orth: 02 lcp instead of cap: other cases']
fold8	2962	ID2011.txt	12	17	17	hinsicht	Hinsicht	['orth: 02 lcp instead of cap: other cases']
fold8	2962	ID2011.txt	12	85	85	positives	Positives	['orth: 02 lcp instead of cap: other cases']
fold8	2969	ID2011.txt	19	124	124	mal	Mal	['orth: 02 lcp instead of cap: other cases']
fold8	2970	ID2011.txt	20	70	70	es	sie	['corr: gender']
fold8	2974	ID2011.txt	24	26	26	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold8	2975	ID2011.txt	25	47	47	ist	sind	['corr: number']
fold8	2975	ID2011.txt	25	98	97	prägt	prägen	['corr: number']
fold8	2975	ID2011.txt	25	117	115	macht	machen	['corr: number']
fold8	2980	ID2011.txt	30	100	100	schweigen	Schweigern	['orth: 02 lcp instead of cap: other cases']
fold8	2980	ID2011.txt	30	113	112	schreiben	Schreiben	['orth: 02 lcp instead of cap: other cases']
